,PropertyID,SaleDate,Town,Bedrooms,Bathroom,PropertyType,DistanceFromCBD,CarSpaces,Gardensqm,Landsqm,floorsqm,YearBuilt,Region,TownDensity,SalePrice
1557,3264,26/07/2016,Fairfield,3,1.0,House,8.8,2.0,,621.0,,,ZoneA,14577.0,1000000.0
1558,5957,12/08/2017,Chipping Norton,3,1.0,House,9.7,2.0,,638.0,,,ZoneB,7809.0,1739000.0
1559,6331,29/07/2017,Denver,6,3.0,House,6.3,2.0,388.5,1087.0,388.5,1920.0,ZoneC,6543.0,2450000.0
1560,2581,25/02/2017,Abbotsford,4,,House,11.2,,,,,,ZoneB,8801.0,1850000.0
1561,4218,14/05/2016,Leichhardt,2,1.0,House,6.5,2.0,,467.0,,,ZoneA,8870.0,740000.0
1562,940,15/10/2016,Waverly,4,,House,10.7,,,,,,ZoneB,6938.0,2655000.0
1563,3460,16/04/2016,Kellyville,3,1.0,House,11.2,4.0,146.0,527.0,146.0,1965.0,ZoneA,21650.0,680000.0
1564,3129,04/03/2017,Fairfield,2,1.0,Terrace,8.8,1.0,121.0,132.0,121.0,2009.0,ZoneA,14577.0,715000.0
1565,6342,03/09/2017,Chipping Norton,5,3.0,House,9.7,3.0,,711.0,,1960.0,ZoneB,7809.0,1951000.0
1566,6182,22/07/2017,Chiswick,3,1.0,House,6.7,2.0,143.0,579.0,143.0,1930.0,ZoneA,11204.0,1285000.0
1567,7475,21/10/2017,Chipping Norton,3,2.0,House,9.7,1.0,133.0,,133.0,1950.0,ZoneB,7809.0,1846000.0
1568,4486,08/04/2017,Chipping Norton,3,,House,9.2,,,,,,ZoneB,7809.0,1911000.0
1569,3198,15/10/2016,Fairfield,2,1.0,Flat,8.8,1.0,74.0,106.0,74.0,1970.0,ZoneA,14577.0,530000.0
1570,1813,04/03/2017,Newcastle,3,2.0,House,9.2,2.0,163.0,217.0,163.0,2006.0,ZoneB,10412.0,1425000.0
1571,2927,18/03/2017,Haberfield,4,2.0,House,9.9,2.0,194.0,250.0,194.0,1983.0,ZoneA,7485.0,822000.0
1572,4095,14/05/2016,Penrith,2,1.0,Flat,6.1,1.0,,0.0,,,ZoneB,13240.0,561000.0
1573,9154,17/02/2018,Haberfield,4,,Terrace,8.5,,,,,,ZoneA,7485.0,880000.0
1574,4358,16/07/2016,Denver,3,1.0,House,7.0,1.0,,0.0,,,ZoneC,6543.0,600000.0
1575,4745,08/04/2017,Darlington,3,2.0,House,6.4,3.0,,487.0,,,ZoneC,7570.0,1375000.0
1576,3516,19/11/2016,Kellyville,3,2.0,House,11.2,2.0,120.0,565.0,120.0,1920.0,ZoneA,21650.0,950000.0
1577,5717,27/05/2017,Oyster Bay,2,1.0,Flat,7.9,1.0,76.0,136.0,76.0,1975.0,ZoneB,5682.0,725000.0
1578,4862,20/05/2017,Abbotsford,4,3.0,House,11.2,2.0,160.0,380.0,160.0,2008.0,ZoneB,8801.0,1715157.0
1579,8445,06/01/2018,Greenwich,3,1.0,House,5.2,,,,,,ZoneA,11918.0,1010000.0
1580,4462,27/06/2016,Liverpool,4,2.0,Terrace,11.8,2.0,,144.0,,2006.0,ZoneB,3578.0,1197000.0
1581,7116,26/08/2017,Chiswick,3,2.0,Terrace,6.7,2.0,135.0,,135.0,2005.0,ZoneA,11204.0,704000.0
1582,4742,08/04/2017,Darlington,2,1.0,House,6.4,0.0,99.5,267.0,99.5,1890.0,ZoneC,7570.0,885000.0
1583,9125,17/02/2018,Newcastle,2,,Flat,7.3,,,,,,ZoneB,10412.0,535000.0
1584,4468,28/08/2016,Liverpool,4,2.0,House,11.8,2.0,,647.0,,,ZoneB,3578.0,2050000.0
1585,1607,15/10/2016,Granville,2,1.0,House,8.0,2.0,,244.0,,1915.0,ZoneC,9264.0,1001000.0
1586,8583,09/12/2017,Chipping Norton,4,,House,9.7,,,,,,ZoneB,7809.0,1600000.0
1587,1512,27/06/2016,Chiswick,2,1.0,House,7.8,1.0,107.0,545.0,107.0,1940.0,ZoneA,11204.0,901000.0
1588,4632,29/04/2017,Greenwich,3,1.0,House,5.2,1.0,,408.0,,,ZoneA,11918.0,1440000.0
1589,690,27/11/2016,Preston,3,1.0,House,13.9,2.0,144.0,596.0,144.0,1960.0,ZoneB,10969.0,1020000.0
1590,9142,17/02/2018,Osbourne Park,1,,Flat,6.2,,,,,,ZoneC,6232.0,290000.0
1591,389,10/12/2016,Kings Park,2,1.0,House,13.0,1.0,103.0,296.0,103.0,1940.0,ZoneB,6795.0,855000.0
1592,2381,10/12/2016,Wapping,4,3.0,House,5.6,2.0,199.0,277.0,199.0,2016.0,ZoneB,10331.0,1910000.0
1593,4234,17/09/2016,Leichhardt,3,2.0,House,6.5,2.0,,430.0,,,ZoneA,8870.0,1200000.0
1594,3300,30/07/2016,Fairfield,2,,House,8.8,,,,,,ZoneA,14577.0,745000.0
1595,7231,07/10/2017,Carlingford,1,,Flat,10.1,,,,,,ZoneB,7822.0,363000.0
1596,7072,26/08/2017,Chipping Norton,4,2.0,House,9.7,3.0,,868.0,,,ZoneB,7809.0,1650000.0
1597,3549,23/04/2016,Kellyville,3,2.0,House,11.2,2.0,,185.0,,,ZoneA,21650.0,450000.0
1598,4339,13/08/2016,Denver,3,1.0,House,7.0,1.0,,444.0,,,ZoneC,6543.0,850000.0
1599,4085,12/11/2016,Penrith,1,1.0,Flat,6.1,0.0,,954.0,,1945.0,ZoneB,13240.0,420000.0
1600,7301,07/10/2017,Penrith,2,,Flat,5.0,,,,,,ZoneB,13240.0,622000.0
1601,9177,17/02/2018,Heckenberg,1,,Flat,2.7,,,,,,ZoneB,14887.0,640000.0
1602,6655,16/09/2017,Pennant Hills,2,2.0,Flat,7.7,1.0,83.0,,83.0,2014.0,ZoneB,8920.0,580000.0
1603,7100,26/08/2017,Greenwich,1,1.0,Flat,5.2,,80.0,334.0,80.0,2009.0,ZoneA,11918.0,424000.0
1604,2585,27/11/2016,Abbotsford,3,1.0,House,11.2,1.0,147.0,333.0,147.0,1948.0,ZoneB,8801.0,1297000.0
1605,3052,16/04/2016,Chester Hill,3,2.0,House,3.8,1.0,169.0,140.0,169.0,1880.0,ZoneB,8648.0,1670000.0
1606,7921,11/11/2017,Pennant Hills,3,,House,7.7,,,,,,ZoneB,8920.0,1665000.0
1607,6751,16/09/2017,Kellyville,3,1.0,House,12.0,2.0,,,,,ZoneA,21650.0,1074000.0
1608,839,25/02/2017,Double Bay,2,1.0,House,11.2,2.0,,0.0,,,ZoneB,10579.0,1701000.0
1609,7798,28/10/2017,Chester Hill,2,,Flat,3.5,,,,,,ZoneB,8648.0,985000.0
1610,359,03/12/2016,Kings Park,2,1.0,Terrace,13.0,1.0,250.0,140.0,250.0,1970.0,ZoneB,6795.0,851000.0
1611,9476,24/02/2018,Granville,3,2.0,House,7.5,3.0,181.0,1023.0,181.0,1920.0,ZoneC,9264.0,2125000.0
1612,1006,04/06/2016,Greenwich,3,1.0,House,5.2,2.0,,264.0,,,ZoneA,11918.0,1050000.0
1613,3128,04/03/2017,Fairfield,4,2.0,House,8.8,3.0,,534.0,,,ZoneA,14577.0,1082000.0
1614,3469,16/07/2016,Kellyville,3,1.0,House,11.2,1.0,,497.0,,,ZoneA,21650.0,685000.0
1615,216,03/09/2016,Chipping Norton,3,2.0,House,9.2,1.0,154.0,778.0,154.0,1950.0,ZoneB,7809.0,1500000.0
1616,3914,12/11/2016,Heckenberg,1,1.0,Flat,3.3,1.0,,630.0,,,ZoneB,14887.0,555000.0
1617,5668,24/06/2017,Haberfield,2,1.0,House,8.5,4.0,,609.0,,,ZoneA,7485.0,860000.0
1618,3922,12/11/2016,Heckenberg,1,1.0,Flat,3.3,1.0,46.0,0.0,46.0,,ZoneB,14887.0,360000.0
1619,8125,18/11/2017,Enfield,5,2.0,House,11.2,4.0,,653.0,,,ZoneA,8870.0,861960.0
1620,24,10/09/2016,Tempe,2,1.0,House,5.9,1.0,87.0,226.0,87.0,1900.0,ZoneC,6567.0,770000.0
1621,2191,27/06/2016,Denistone,2,1.0,Flat,13.7,1.0,61.0,0.0,61.0,1970.0,ZoneB,5454.0,500000.0
1622,1560,07/05/2016,Granville,3,1.0,House,8.0,1.0,,754.0,,,ZoneC,9264.0,1365000.0
1623,6142,15/07/2017,Heckenberg,2,2.0,Flat,2.7,2.0,,0.0,,,ZoneB,14887.0,910000.0
1624,7716,28/10/2017,Chiswick,2,1.0,House,6.7,2.0,,515.0,,,ZoneA,11204.0,706500.0
1625,133,07/05/2016,Oyster Bay,5,,House,9.7,,,,,,ZoneB,5682.0,4350000.0
1626,1219,16/07/2016,Pennant Hills,2,1.0,Flat,7.8,1.0,,84.0,,,ZoneB,8920.0,693000.0
1627,2944,22/08/2016,Haberfield,3,1.0,House,9.9,2.0,,858.0,,,ZoneA,7485.0,1000000.0
1628,3454,15/10/2016,Kellyville,3,,Flat,11.2,,,,,,ZoneA,21650.0,620000.0
1629,781,12/11/2016,Double Bay,2,2.0,House,11.2,2.0,,404.0,,,ZoneB,10579.0,1550000.0
1630,6644,16/09/2017,Greenwich,1,,Flat,5.2,,,,,,ZoneA,11918.0,435000.0
1631,334,27/11/2016,Chipping Norton,3,1.0,House,9.2,2.0,151.0,657.0,151.0,1960.0,ZoneB,7809.0,1651000.0
1632,8756,09/12/2017,Penrith,1,,Flat,5.0,,,,,,ZoneB,13240.0,400000.0
1633,7460,14/10/2017,Denver,3,1.0,House,6.3,1.0,,,,,ZoneC,6543.0,960000.0
1634,8179,18/11/2017,Fairfield,3,,House,8.4,,,,,,ZoneA,14577.0,967500.0
1635,4568,20/05/2017,Double Bay,2,1.0,Flat,11.2,1.0,,118.0,,1975.0,ZoneB,10579.0,1002500.0
1636,1606,15/10/2016,Granville,3,2.0,Flat,8.0,2.0,,282.0,,,ZoneC,9264.0,840000.0
1637,8847,03/03/2018,Oyster Bay,5,2.0,House,7.9,2.0,302.0,1105.0,302.0,1935.0,ZoneB,5682.0,2800000.0
1638,3467,16/04/2016,Kellyville,3,1.0,House,11.2,2.0,,496.0,,,ZoneA,21650.0,540000.0
1639,1192,10/09/2016,Pennant Hills,2,1.0,Terrace,7.8,1.0,111.0,93.0,111.0,,ZoneB,8920.0,900400.0
1640,4836,06/05/2017,Wapping,2,,House,5.6,,,,,,ZoneB,10331.0,1230000.0
1641,6364,03/09/2017,Waverly,3,1.0,House,10.3,1.0,,602.0,,,ZoneB,6938.0,1775000.0
1642,7046,23/09/2017,Heckenberg,2,1.0,Flat,2.7,1.0,,,,,ZoneB,14887.0,648000.0
1643,8745,09/12/2017,Surrey Hills,3,,Terrace,2.4,,,,,,ZoneA,14949.0,1190000.0
1644,4204,08/10/2016,Leichhardt,3,1.0,House,6.5,1.0,,294.0,,,ZoneA,8870.0,1135000.0
1645,8914,03/03/2018,Chiswick,3,1.0,House,6.7,2.0,,459.0,,,ZoneA,11204.0,1000000.0
1646,3907,10/12/2016,Heckenberg,1,1.0,Flat,3.3,1.0,85.0,0.0,85.0,,ZoneB,14887.0,955000.0
1647,5480,17/06/2017,Greenwich,2,1.0,House,5.2,0.0,78.0,138.0,78.0,1910.0,ZoneA,11918.0,890000.0
1648,7500,21/10/2017,Waverly,3,2.0,House,10.3,3.0,222.0,691.0,222.0,1930.0,ZoneB,6938.0,1600000.0
1649,4335,12/11/2016,Denver,3,2.0,Terrace,7.0,0.0,152.0,352.0,152.0,2016.0,ZoneC,6543.0,1040000.0
1650,9319,17/03/2018,Abbotsford,3,1.0,House,8.4,3.0,,725.0,,1950.0,ZoneB,8801.0,1351000.0
1651,3181,12/11/2016,Fairfield,3,1.0,House,8.8,1.0,,527.0,,,ZoneA,14577.0,900000.0
1652,921,13/08/2016,Waverly,5,2.0,House,10.7,0.0,238.0,645.0,238.0,1970.0,ZoneB,6938.0,1915000.0
1653,5566,17/06/2017,Leichhardt,2,1.0,Terrace,7.0,1.0,103.0,0.0,103.0,2010.0,ZoneA,8870.0,756000.0
1654,1382,27/06/2016,Carlingford,2,1.0,Flat,11.4,1.0,67.0,108.0,67.0,1970.0,ZoneB,7822.0,585000.0
1655,7092,26/08/2017,Double Bay,4,2.0,House,10.5,2.0,202.0,700.0,202.0,1930.0,ZoneB,10579.0,2830000.0
1656,5937,08/07/2017,Surrey Hills,2,2.0,House,2.4,1.0,,189.0,,,ZoneA,14949.0,1200000.0
1657,261,10/12/2016,Chipping Norton,2,2.0,Terrace,9.2,2.0,,204.0,,,ZoneB,7809.0,860000.0
1658,2207,28/08/2016,Denistone,3,2.0,House,13.7,2.0,,662.0,,1880.0,ZoneB,5454.0,2439500.0
1659,7605,21/10/2017,Surrey Hills,2,,Terrace,2.4,,,,,,ZoneA,14949.0,1205000.0
1660,7493,21/10/2017,Preston,3,1.0,House,13.8,2.0,120.0,366.0,120.0,1960.0,ZoneB,10969.0,950000.0
1661,5317,03/06/2017,Waverly,5,3.0,House,10.3,2.0,249.0,645.0,249.0,1990.0,ZoneB,6938.0,2000000.0
1662,2734,07/11/2016,Malabar,2,1.0,House,5.5,1.0,73.0,191.0,73.0,1920.0,ZoneA,11364.0,950000.0
1663,1933,27/11/2016,Newcastle,5,3.0,House,9.2,2.0,,696.0,,1989.0,ZoneB,10412.0,2100000.0
1664,6302,29/07/2017,Haberfield,3,1.0,House,8.5,1.0,109.0,559.0,109.0,1955.0,ZoneA,7485.0,940000.0
1665,1979,07/11/2016,Enfield,5,,House,13.0,,,,,,ZoneA,8870.0,665000.0
1666,228,03/12/2016,Chipping Norton,3,2.0,House,9.2,1.0,160.0,347.0,160.0,2011.0,ZoneB,7809.0,1265000.0
1667,7373,14/10/2017,Enfield,3,1.0,House,11.2,3.0,,,,,ZoneA,8870.0,795000.0
1668,2499,03/12/2016,Abbotsford,2,1.0,House,11.2,1.0,102.0,310.0,102.0,1910.0,ZoneB,8801.0,1036000.0
1669,7862,04/11/2017,Osbourne Park,3,1.0,House,6.2,2.0,111.0,242.0,111.0,1910.0,ZoneC,6232.0,1275000.0
1670,6976,23/09/2017,Wapping,4,,House,5.4,,,,,,ZoneB,10331.0,1600000.0
1671,5938,08/07/2017,Surrey Hills,2,,Flat,2.4,,,,,,ZoneA,14949.0,702000.0
1672,6245,29/07/2017,Chipping Norton,3,2.0,Flat,9.7,2.0,,314.0,,,ZoneB,7809.0,1600000.0
1673,3555,23/04/2016,Kellyville,4,2.0,House,11.2,2.0,,1090.0,,,ZoneA,21650.0,790000.0
1674,2960,26/07/2016,Haberfield,4,2.0,Terrace,9.9,2.0,141.0,148.0,141.0,2001.0,ZoneA,7485.0,665000.0
1675,6569,09/09/2017,Chester Hill,2,1.0,House,3.5,1.0,235.0,,235.0,,ZoneB,8648.0,1190000.0
1676,7747,28/10/2017,Denistone,4,3.0,Terrace,13.8,2.0,,,,,ZoneB,5454.0,1750000.0
1677,4003,28/05/2016,Heckenberg,1,1.0,Flat,3.3,1.0,,0.0,,,ZoneB,14887.0,410000.0
1678,8851,03/03/2018,Oyster Bay,3,,Flat,7.9,,,,,,ZoneB,5682.0,1600000.0
1679,2935,19/11/2016,Haberfield,4,2.0,House,9.9,2.0,287.0,646.0,287.0,1995.0,ZoneA,7485.0,1350000.0
1680,9006,03/03/2018,Kellyville,3,1.0,House,12.0,2.0,,552.0,,1940.0,ZoneA,21650.0,795000.0
1681,2104,03/09/2016,Denistone,4,3.0,House,13.7,2.0,300.0,928.0,300.0,1904.0,ZoneB,5454.0,3250000.0
1682,4751,22/04/2017,Darlington,4,3.0,Terrace,6.4,2.0,,,,,ZoneC,7570.0,961000.0
1683,5212,01/07/2017,Chiswick,2,1.0,House,6.7,1.0,100.0,350.0,100.0,1920.0,ZoneA,11204.0,900000.0
1684,8426,06/01/2018,Preston,3,1.0,House,13.8,4.0,,,,,ZoneB,10969.0,1220000.0
1685,7851,28/10/2017,Leichhardt,3,1.0,House,7.0,2.0,,,,,ZoneA,8870.0,860000.0
1686,8959,03/03/2018,Osbourne Park,3,1.0,House,6.2,2.0,134.0,355.0,134.0,1950.0,ZoneC,6232.0,1210000.0
1687,7612,21/10/2017,Penrith,1,,Flat,5.0,,,,,,ZoneB,13240.0,535000.0
1688,8885,03/03/2018,Waverly,4,2.0,House,10.3,2.0,,598.0,,1956.0,ZoneB,6938.0,2500000.0
1689,7860,04/11/2017,Enfield,3,,Terrace,11.2,,,,,,ZoneA,8870.0,756000.0
1690,2344,03/09/2016,Wapping,2,2.0,House,5.6,1.0,,697.0,,,ZoneB,10331.0,4800000.0
1691,9215,17/03/2018,Kings Park,5,3.0,House,11.4,3.0,389.0,705.0,389.0,1998.0,ZoneB,6795.0,2275000.0
1692,453,26/07/2016,Kings Park,4,,House,13.0,,,,,,ZoneB,6795.0,1545000.0
1693,1570,08/10/2016,Granville,3,,House,8.0,,,,,,ZoneC,9264.0,1060000.0
1694,5986,12/08/2017,Granville,2,1.0,House,7.5,1.0,,512.0,,,ZoneC,9264.0,1280000.0
1695,1723,10/12/2016,Darlington,2,1.0,House,6.4,0.0,,210.0,,1900.0,ZoneC,7570.0,900000.0
1696,8799,10/02/2018,Carlingford,2,2.0,Flat,10.1,2.0,147.0,,147.0,2013.0,ZoneB,7822.0,780000.0
1697,3024,08/10/2016,Chester Hill,3,2.0,House,3.8,1.0,,190.0,,1900.0,ZoneB,8648.0,1916000.0
1698,924,13/08/2016,Waverly,4,3.0,House,10.7,2.0,212.0,598.0,212.0,1948.0,ZoneB,6938.0,1650000.0
1699,7489,21/10/2017,Preston,4,,Terrace,13.8,,,,,,ZoneB,10969.0,1500000.0
1700,9135,17/02/2018,Hillbrow,3,,Terrace,5.3,,,,,,ZoneB,11308.0,1190000.0
1701,8127,18/11/2017,Enfield,3,1.0,House,11.2,1.0,,439.0,,,ZoneA,8870.0,611000.0
1702,786,14/05/2016,Double Bay,5,3.0,House,11.2,2.0,423.0,895.0,423.0,1938.0,ZoneB,10579.0,2730000.0
1703,5099,20/05/2017,Heckenberg,3,2.0,Terrace,3.3,2.0,,201.0,,,ZoneB,14887.0,2030000.0
1704,2036,18/03/2017,Enfield,4,3.0,Terrace,13.0,2.0,131.0,0.0,131.0,2014.0,ZoneA,8870.0,607000.0
1705,2776,15/10/2016,Malabar,3,1.0,House,5.5,1.0,124.0,178.0,124.0,2000.0,ZoneA,11364.0,1010000.0
1706,6660,16/09/2017,Pennant Hills,5,3.0,House,7.7,2.0,239.0,570.0,239.0,1926.0,ZoneB,8920.0,2450000.0
1707,5553,17/06/2017,Surrey Hills,3,2.0,Terrace,2.4,1.0,123.0,124.0,123.0,2008.0,ZoneA,14949.0,1255000.0
1708,6993,23/09/2017,Malabar,2,1.0,House,5.3,,136.0,145.0,136.0,1930.0,ZoneA,11364.0,1015000.0
1709,8961,03/03/2018,Osbourne Park,3,1.0,House,6.2,,94.0,170.0,94.0,1920.0,ZoneC,6232.0,970000.0
1710,6390,03/09/2017,Granville,4,1.0,House,7.5,1.0,,478.0,,,ZoneC,9264.0,900000.0
1711,605,17/09/2016,Preston,2,2.0,Flat,13.9,1.0,,362.0,,,ZoneB,10969.0,835000.0
1712,6669,16/09/2017,Carlingford,2,1.0,Flat,10.1,1.0,,,,,ZoneB,7822.0,985000.0
1713,6502,09/09/2017,Double Bay,3,2.0,House,10.5,2.0,,,,,ZoneB,10579.0,1850000.0
1714,2410,16/04/2016,Wapping,5,,House,5.6,,,,,,ZoneB,10331.0,2650000.0
1715,8216,18/11/2017,Denver,5,,House,6.3,,,,,,ZoneC,6543.0,1430000.0
1716,7858,30/09/2017,Kellyville,3,1.0,Flat,12.0,1.0,105.0,,105.0,1990.0,ZoneA,21650.0,475000.0
1717,4478,13/05/2017,Tempe,2,,House,5.9,,,,,,ZoneC,6567.0,800000.0
1718,6754,16/09/2017,Kellyville,2,1.0,Flat,12.0,1.0,74.0,,74.0,1987.0,ZoneA,21650.0,415000.0
1719,7661,28/10/2017,Preston,3,,Terrace,13.8,,,,,,ZoneB,10969.0,1300000.0
1720,9252,17/03/2018,Greenwich,3,2.0,House,5.2,1.0,162.0,239.0,162.0,2005.0,ZoneA,11918.0,1105000.0
1721,6315,29/07/2017,Surrey Hills,2,1.0,Flat,2.4,1.0,,4422.0,,,ZoneA,14949.0,660000.0
1722,9572,24/02/2018,Chester Hill,2,1.0,House,3.5,1.0,71.0,148.0,71.0,1910.0,ZoneB,8648.0,1150000.0
1723,3202,16/04/2016,Fairfield,3,1.0,House,8.8,0.0,,453.0,,,ZoneA,14577.0,930000.0
1724,609,17/09/2016,Preston,3,2.0,House,13.9,2.0,,337.0,,2010.0,ZoneB,10969.0,1189000.0
1725,4718,20/05/2017,Granville,4,,House,8.0,,,,,,ZoneC,9264.0,1510000.0
1726,4235,17/09/2016,Leichhardt,3,1.0,House,6.5,2.0,,410.0,,,ZoneA,8870.0,920000.0
1727,4999,22/04/2017,Fairfield,3,1.0,House,8.8,2.0,,486.0,,,ZoneA,14577.0,1010000.0
1728,3988,26/07/2016,Heckenberg,2,2.0,Flat,3.3,2.0,,17200.0,,2000.0,ZoneB,14887.0,827000.0
1729,2341,30/07/2016,Hillbrow,2,1.0,Flat,4.6,1.0,,0.0,,1970.0,ZoneB,11308.0,450000.0
1730,1735,13/08/2016,Darlington,4,1.0,House,6.4,2.0,,633.0,,,ZoneC,7570.0,1100000.0
1731,4945,29/04/2017,Haberfield,3,,Terrace,9.9,,,,,,ZoneA,7485.0,600000.0
1732,7521,21/10/2017,Darlington,2,2.0,House,5.1,,,156.0,,,ZoneC,7570.0,825000.0
1733,3863,03/12/2016,Heckenberg,1,1.0,Flat,3.3,0.0,,14500.0,,2011.0,ZoneB,14887.0,315000.0
1734,4104,16/04/2016,Penrith,1,,Flat,6.1,,,,,,ZoneB,13240.0,511000.0
1735,4077,10/12/2016,Penrith,3,2.0,House,6.1,2.0,122.0,289.0,122.0,1979.0,ZoneB,13240.0,1900000.0
1736,3206,16/07/2016,Fairfield,1,1.0,House,8.8,0.0,,397.0,,1930.0,ZoneA,14577.0,830000.0
1737,187,22/08/2016,Oyster Bay,4,2.0,House,9.7,2.0,,583.0,,,ZoneB,5682.0,1801000.0
1738,2571,24/09/2016,Abbotsford,3,1.0,House,11.2,2.0,126.0,645.0,126.0,1960.0,ZoneB,8801.0,1100000.0
1739,8377,25/11/2017,Kellyville,3,,Flat,12.0,,,,,,ZoneA,21650.0,675000.0
1740,5550,17/06/2017,Kellyville,2,1.0,House,12.0,2.0,,494.0,,,ZoneA,21650.0,850000.0
1741,2570,23/04/2016,Abbotsford,1,1.0,Flat,11.2,1.0,42.0,0.0,42.0,2013.0,ZoneB,8801.0,300000.0
1742,3514,19/11/2016,Kellyville,2,,Terrace,11.2,,,,,,ZoneA,21650.0,420000.0
1743,6649,16/09/2017,Greenwich,4,2.0,House,5.2,2.0,288.0,317.0,288.0,2017.0,ZoneA,11918.0,1820000.0
1744,4241,18/03/2017,Leichhardt,3,1.0,House,6.5,0.0,,0.0,,,ZoneA,8870.0,1190000.0
1745,8414,06/01/2018,Oyster Bay,5,2.0,House,7.9,2.0,,,,1928.0,ZoneB,5682.0,2475000.0
1746,6099,15/07/2017,Darlington,2,1.0,Flat,5.1,1.0,73.0,0.0,73.0,1970.0,ZoneC,7570.0,395000.0
1747,1229,18/03/2017,Pennant Hills,3,1.0,House,7.8,1.0,102.0,405.0,102.0,1930.0,ZoneB,8920.0,1602500.0
1748,7572,21/10/2017,Chester Hill,3,1.0,House,3.5,1.0,,135.0,,,ZoneB,8648.0,1400000.0
1749,5151,29/04/2017,Leichhardt,3,1.0,Flat,6.5,2.0,117.0,242.0,117.0,1995.0,ZoneA,8870.0,880000.0
1750,392,10/12/2016,Kings Park,4,2.0,House,13.0,4.0,233.0,902.0,233.0,1950.0,ZoneB,6795.0,1815000.0
1751,5615,24/06/2017,Carlingford,2,1.0,Terrace,10.1,1.0,,292.0,,,ZoneB,7822.0,817500.0
1752,9483,24/02/2018,Granville,3,,Terrace,7.5,,,,,,ZoneC,9264.0,745000.0
1753,5629,24/06/2017,Newcastle,3,2.0,Terrace,7.3,2.0,20.0,364.0,20.0,,ZoneB,10412.0,1610000.0
1754,3336,06/08/2016,Kellyville,3,1.0,House,11.2,2.0,135.0,543.0,135.0,1965.0,ZoneA,21650.0,510000.0
1755,7652,28/10/2017,Preston,3,1.0,House,13.8,2.0,,649.0,,,ZoneB,10969.0,1700000.0
1756,3292,28/08/2016,Fairfield,3,2.0,House,8.8,1.0,119.0,650.0,119.0,1950.0,ZoneA,14577.0,875000.0
1757,6183,22/07/2017,Chiswick,3,2.0,House,6.7,2.0,,190.0,,2015.0,ZoneA,11204.0,890000.0
1758,9394,17/03/2018,Denver,3,1.0,House,6.3,1.0,112.0,294.0,112.0,1900.0,ZoneC,6543.0,1125000.0
1759,3442,15/10/2016,Kellyville,2,,House,11.2,,,,,,ZoneA,21650.0,565000.0
1760,6434,03/09/2017,Malabar,2,1.0,House,5.3,0.0,,270.0,,,ZoneA,11364.0,1386000.0
1761,1114,23/04/2016,Greenwich,2,1.0,House,5.2,0.0,,137.0,,,ZoneA,11918.0,800000.0
1762,7068,26/08/2017,Chipping Norton,5,4.0,House,9.7,2.0,,830.0,,,ZoneB,7809.0,3000000.0
1763,3978,25/02/2017,Heckenberg,2,2.0,Flat,3.3,1.0,92.0,0.0,92.0,2002.0,ZoneB,14887.0,840000.0
1764,4958,20/05/2017,Chester Hill,3,,House,3.8,,,,,,ZoneB,8648.0,1700000.0
1765,2424,18/03/2017,Wapping,4,2.0,House,5.6,2.0,225.0,717.0,225.0,1890.0,ZoneB,10331.0,2625000.0
1766,5113,08/04/2017,Penrith,1,1.0,Flat,6.1,1.0,,1236.0,,1968.0,ZoneB,13240.0,350000.0
1767,6766,16/09/2017,Heckenberg,2,1.0,Flat,2.7,1.0,92.0,,92.0,1975.0,ZoneB,14887.0,651000.0
1768,7095,26/08/2017,Waverly,3,2.0,House,10.3,2.0,0.0,623.0,0.0,1920.0,ZoneB,6938.0,1650000.0
1769,1410,04/03/2017,Chiswick,3,,House,7.8,,,,,,ZoneA,11204.0,1300000.0
1770,2105,03/12/2016,Denistone,2,,House,13.7,,,,,,ZoneB,5454.0,1871000.0
1771,4356,16/07/2016,Denver,4,2.0,House,7.0,2.0,157.0,417.0,157.0,1900.0,ZoneC,6543.0,1200000.0
1772,1249,25/02/2017,Pennant Hills,2,1.0,House,7.8,2.0,,400.0,,,ZoneB,8920.0,1470000.0
1773,7191,26/08/2017,Heckenberg,2,1.0,Flat,2.7,1.0,,,,,ZoneB,14887.0,1220000.0
1774,5222,01/07/2017,Newcastle,4,2.0,House,7.3,3.0,,737.0,,,ZoneB,10412.0,1910000.0
1775,3378,10/09/2016,Kellyville,3,2.0,House,11.2,2.0,,634.0,,,ZoneA,21650.0,890000.0
1776,2034,18/03/2017,Enfield,2,,Terrace,13.0,,,,,,ZoneA,8870.0,450000.0
1777,4972,08/04/2017,Fairfield,2,1.0,House,8.8,2.0,,465.0,,,ZoneA,14577.0,2000000.0
1778,6138,15/07/2017,Kellyville,3,1.0,House,12.0,4.0,,545.0,,,ZoneA,21650.0,1175000.0
1779,3187,14/05/2016,Fairfield,2,1.0,Terrace,8.8,1.0,,79.0,,,ZoneA,14577.0,635000.0
1780,9280,17/03/2018,Granville,3,,Flat,7.5,,,,,,ZoneC,9264.0,800000.0
1781,5073,13/05/2017,Surrey Hills,2,,Flat,2.6,,,,,,ZoneA,14949.0,490000.0
1782,2586,27/11/2016,Abbotsford,3,2.0,Terrace,11.2,2.0,134.0,0.0,134.0,2013.0,ZoneB,8801.0,1015000.0
1783,6768,16/09/2017,Penrith,1,1.0,Flat,5.0,1.0,,,,,ZoneB,13240.0,408000.0
1784,3635,30/07/2016,Kellyville,3,1.0,House,11.2,3.0,,513.0,,,ZoneA,21650.0,705000.0
